p,U:0,U:1,U:2,T,alphaQGD,rho,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
-1.49697e-04,-1.43110e-04,-1.41559e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,0.00000e+00,3.53553e-01,3.53553e-01,5.00000e-03
-1.49786e-04,-1.59200e-04,-1.62380e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,9.99987e-04,3.54553e-01,3.53553e-01,5.00000e-03
-1.49874e-04,-1.75291e-04,-1.83201e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,2.00000e-03,3.55553e-01,3.53553e-01,5.00000e-03
-1.49962e-04,-1.91381e-04,-2.04022e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,2.99999e-03,3.56553e-01,3.53553e-01,5.00000e-03
-1.50050e-04,-2.07472e-04,-2.24844e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,4.00001e-03,3.57553e-01,3.53553e-01,5.00000e-03
-1.50138e-04,-2.23562e-04,-2.45665e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,5.00000e-03,3.58553e-01,3.53553e-01,5.00000e-03
-1.50227e-04,-2.39653e-04,-2.66486e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,6.00001e-03,3.59553e-01,3.53553e-01,5.00000e-03
-1.50315e-04,-2.55743e-04,-2.87307e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,7.00000e-03,3.60553e-01,3.53553e-01,5.00000e-03
-1.50403e-04,-2.71833e-04,-3.08128e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,7.99999e-03,3.61553e-01,3.53553e-01,5.00000e-03
-1.50491e-04,-2.87924e-04,-3.28949e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,9.00000e-03,3.62553e-01,3.53553e-01,5.00000e-03
-1.50579e-04,-3.04014e-04,-3.49770e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,9.99999e-03,3.63553e-01,3.53553e-01,5.00000e-03
-1.50668e-04,-3.20105e-04,-3.70592e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.10000e-02,3.64553e-01,3.53553e-01,5.00000e-03
-1.50756e-04,-3.36195e-04,-3.91413e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.20000e-02,3.65553e-01,3.53553e-01,5.00000e-03
-1.50806e-04,-3.62505e-04,-4.28006e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.30000e-02,3.66553e-01,3.53553e-01,5.00000e-03
-1.50819e-04,-3.99036e-04,-4.80370e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.40000e-02,3.67553e-01,3.53553e-01,5.00000e-03
-1.50831e-04,-4.35566e-04,-5.32734e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.50000e-02,3.68553e-01,3.53553e-01,5.00000e-03
-1.50844e-04,-4.72097e-04,-5.85099e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.60000e-02,3.69553e-01,3.53553e-01,5.00000e-03
-1.50857e-04,-5.08627e-04,-6.37463e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.70000e-02,3.70553e-01,3.53553e-01,5.00000e-03
-1.50869e-04,-5.45158e-04,-6.89828e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.80000e-02,3.71553e-01,3.53553e-01,5.00000e-03
-1.50882e-04,-5.81689e-04,-7.42192e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.90000e-02,3.72553e-01,3.53553e-01,5.00000e-03
-1.50894e-04,-6.18220e-04,-7.94558e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,2.00000e-02,3.73553e-01,3.53553e-01,5.00000e-03
-1.50907e-04,-6.54750e-04,-8.46922e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,2.10000e-02,3.74553e-01,3.53553e-01,5.00000e-03
-1.50920e-04,-6.91281e-04,-8.99287e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,2.20000e-02,3.75553e-01,3.53553e-01,5.00000e-03
-1.50932e-04,-7.27811e-04,-9.51651e-04,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,2.30000e-02,3.76553e-01,3.53553e-01,5.00000e-03
-1.50945e-04,-7.64342e-04,-1.00402e-03,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,2.40000e-02,3.77553e-01,3.53553e-01,5.00000e-03
-1.50957e-04,-8.00873e-04,-1.05638e-03,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,2.50000e-02,3.78553e-01,3.53553e-01,5.00000e-03
-1.50746e-04,-8.45360e-04,-1.13160e-03,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,2.60000e-02,3.79553e-01,3.53553e-01,5.00000e-03
-1.50534e-04,-8.89849e-04,-1.20683e-03,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,2.70000e-02,3.80553e-01,3.53553e-01,5.00000e-03
